user_id,product_id,product_name,category,rating,timestamp
U00357,P0174,Samsung Football,Sports,4,2025-08-27 15:38:24
U00025,P0142,Puma Rice,Grocery,2,2025-11-13 15:38:24
U00632,P0022,Nike Perfume,Beauty,5,2025-09-04 15:38:24
U00150,P0112,Puma Pressure Cooker,Home & Kitchen,5,2025-12-13 15:38:24
U00205,P0053,Apple Novel,Books,3,2026-01-20 15:38:24
U00116,P0193,Sony Laptop,Electronics,2,2025-09-05 15:38:24
U00949,P0037,Sony Bed Sheet,Home & Kitchen,5,2025-11-29 15:38:24
U00015,P0030,Generic Remote Car,Toys,5,2025-11-24 15:38:24
U00461,P0137,Puma Laptop,Electronics,4,2025-09-26 15:38:24
U00217,P0016,HP Puzzle,Toys,5,2025-12-06 15:38:24
U00562,P0090,Nike Mixer Grinder,Home & Kitchen,5,2026-01-05 15:38:24
U00712,P0141,LG Biography,Books,3,2025-09-14 15:38:24
U00928,P0042,HP Vacuum Cleaner,Home & Kitchen,3,2025-12-29 15:38:24
U00062,P0023,HP Shampoo,Beauty,5,2025-09-05 15:38:24
U00278,P0016,HP Puzzle,Toys,5,2026-02-08 15:38:24
U00069,P0035,Apple Dinner Set,Home & Kitchen,4,2025-08-26 15:38:24
U00369,P0038,Adidas Tablet,Electronics,1,2025-08-28 15:38:24
U00396,P0173,Nike Dumbbell Set,Sports,4,2026-01-16 15:38:24
U00926,P0015,LG Sunglasses,Fashion,5,2025-09-27 15:38:24
U00091,P0103,Generic Yoga Mat,Sports,5,2025-10-16 15:38:24
U00575,P0084,Apple Running Shoes,Sports,1,2025-12-09 15:38:24
U00945,P0116,HP Perfume,Beauty,4,2025-11-02 15:38:24
U00763,P0046,Dell Perfume,Beauty,4,2025-11-12 15:38:24
U00364,P0165,HP Hair Oil,Beauty,4,2025-10-05 15:38:24
U00283,P0113,Sony Building Blocks,Toys,4,2025-11-03 15:38:24
U00912,P0057,Puma Cooking Oil,Grocery,5,2025-09-21 15:38:24
U00972,P0074,Adidas Cricket Bat,Sports,3,2025-11-02 15:38:24
U00673,P0023,HP Shampoo,Beauty,5,2025-09-30 15:38:24
U00984,P0176,LG Snacks,Grocery,5,2025-08-19 15:38:24
U00233,P0076,Dell T-Shirt,Fashion,5,2025-10-24 15:38:24
U00994,P0041,Dell Rice,Grocery,5,2025-10-19 15:38:24
U00556,P0177,Samsung Coffee,Grocery,5,2025-09-15 15:38:24
U00555,P0199,LG Sunglasses,Fashion,4,2026-01-06 15:38:24
U00317,P0080,Apple Badminton Racket,Sports,5,2026-01-07 15:38:24
U00441,P0012,Dell Action Figure,Toys,5,2026-01-04 15:38:24
U00672,P0130,Nike Coffee,Grocery,5,2025-11-21 15:38:24
U00070,P0048,LG Business Book,Books,5,2026-01-11 15:38:24
U00189,P0092,Dell Dress,Fashion,5,2026-02-03 15:38:24
U00784,P0110,Nike Handbag,Fashion,5,2025-10-28 15:38:24
U00311,P0142,Puma Rice,Grocery,5,2025-08-31 15:38:24
U00956,P0072,LG Lipstick,Beauty,2,2025-12-24 15:38:24
U00110,P0168,Generic Coffee,Grocery,3,2025-09-07 15:38:24
U00632,P0018,Apple Badminton Racket,Sports,5,2025-12-13 15:38:24
U00611,P0148,HP Shampoo,Beauty,5,2025-11-11 15:38:24
U00082,P0034,Nike Rice,Grocery,4,2025-10-05 15:38:24
U00867,P0166,Dell Board Game,Toys,5,2025-11-07 15:38:24
U00189,P0023,HP Shampoo,Beauty,3,2026-01-06 15:38:24
U00168,P0168,Generic Coffee,Grocery,3,2026-02-07 15:38:24
U00948,P0067,Dell Mixer Grinder,Home & Kitchen,4,2025-08-23 15:38:24
U00208,P0177,Samsung Coffee,Grocery,1,2025-10-21 15:38:24
U00888,P0132,Apple Cricket Bat,Sports,5,2025-10-16 15:38:24
U00909,P0035,Apple Dinner Set,Home & Kitchen,4,2026-01-31 15:38:24
U00623,P0152,Samsung Gaming Console,Electronics,3,2025-11-22 15:38:24
U00404,P0112,Puma Pressure Cooker,Home & Kitchen,5,2025-09-11 15:38:24
U00550,P0155,Nike Biography,Books,5,2026-02-01 15:38:24
U00534,P0139,Nike Headphones,Electronics,4,2026-01-31 15:38:24
U00899,P0099,Samsung Self-Help Book,Books,4,2025-11-01 15:38:24
U00753,P0003,Puma Jacket,Fashion,4,2025-09-02 15:38:24
U00986,P0091,LG Headphones,Electronics,4,2025-11-01 15:38:24
U00906,P0171,Samsung Puzzle,Toys,5,2025-10-15 15:38:24
U00171,P0041,Dell Rice,Grocery,5,2026-01-28 15:38:24
U00707,P0023,HP Shampoo,Beauty,3,2025-08-29 15:38:24
U00463,P0199,LG Sunglasses,Fashion,5,2025-12-26 15:38:24
U00798,P0050,Dell Face Cream,Beauty,5,2025-09-24 15:38:24
U00139,P0144,Dell Dinner Set,Home & Kitchen,4,2026-02-04 15:38:24
U00184,P0061,LG Coffee,Grocery,5,2025-12-21 15:38:24
U00904,P0072,LG Lipstick,Beauty,4,2025-08-17 15:38:24
U00665,P0145,Generic Doll,Toys,4,2026-01-10 15:38:24
U00094,P0003,Puma Jacket,Fashion,4,2025-11-10 15:38:24
U00088,P0190,HP Coffee,Grocery,4,2025-10-03 15:38:24
U00627,P0055,Apple Camera,Electronics,3,2025-11-05 15:38:24
U00045,P0038,Adidas Tablet,Electronics,5,2025-09-19 15:38:24
U00893,P0041,Dell Rice,Grocery,3,2026-01-04 15:38:24
U00184,P0080,Apple Badminton Racket,Sports,1,2025-11-24 15:38:24
U00317,P0070,Generic Business Book,Books,5,2025-11-29 15:38:24
U00642,P0161,Generic Sunglasses,Fashion,5,2025-12-21 15:38:24
U00004,P0138,Generic Gaming Console,Electronics,4,2025-10-16 15:38:24
U00510,P0085,Samsung Running Shoes,Sports,4,2026-02-09 15:38:24
U00623,P0088,Sony T-Shirt,Fashion,2,2025-09-13 15:38:24
U00676,P0063,HP Puzzle,Toys,4,2026-01-21 15:38:24
U00616,P0006,HP Board Game,Toys,4,2025-09-23 15:38:24
U00285,P0072,LG Lipstick,Beauty,5,2025-12-19 15:38:24
U00051,P0189,Samsung Rice,Grocery,3,2025-11-13 15:38:24
U00038,P0100,Nike Puzzle,Toys,3,2025-09-16 15:38:24
U00859,P0084,Apple Running Shoes,Sports,4,2026-01-19 15:38:24
U00051,P0176,LG Snacks,Grocery,5,2025-12-31 15:38:24
U00689,P0049,Apple Laptop,Electronics,5,2025-08-15 15:38:24
U00610,P0045,Nike Fiction,Books,5,2025-10-17 15:38:24
U00768,P0018,Apple Badminton Racket,Sports,5,2026-01-18 15:38:24
U00787,P0187,Samsung Bed Sheet,Home & Kitchen,4,2025-11-05 15:38:24
U00840,P0171,Samsung Puzzle,Toys,4,2025-09-23 15:38:24
U00067,P0012,Dell Action Figure,Toys,3,2025-08-17 15:38:24
U00881,P0133,Adidas Cookbook,Books,5,2025-09-29 15:38:24
U00215,P0182,LG Handbag,Fashion,5,2026-01-14 15:38:24
U00586,P0132,Apple Cricket Bat,Sports,4,2026-01-19 15:38:24
U00496,P0083,Nike Shampoo,Beauty,4,2025-08-14 15:38:24
U00295,P0081,Apple Bed Sheet,Home & Kitchen,5,2025-12-06 15:38:24
U00539,P0016,HP Puzzle,Toys,5,2026-01-08 15:38:24
U00630,P0154,Apple Curtains,Home & Kitchen,5,2025-09-02 15:38:24
U00510,P0119,LG Face Cream,Beauty,3,2025-09-07 15:38:24
U00239,P0094,Sony Self-Help Book,Books,5,2026-02-10 15:38:24
U00122,P0055,Apple Camera,Electronics,5,2026-01-11 15:38:24
U00756,P0156,Generic Dinner Set,Home & Kitchen,4,2025-10-27 15:38:24
U00424,P0114,Dell Cricket Bat,Sports,4,2025-08-31 15:38:24
U00218,P0116,HP Perfume,Beauty,4,2025-11-30 15:38:24
U00261,P0142,Puma Rice,Grocery,3,2025-10-04 15:38:24
U00564,P0121,Generic Biography,Books,3,2025-08-19 15:38:24
U00342,P0170,Generic Biography,Books,5,2025-09-06 15:38:24
U00984,P0147,Samsung Cooking Oil,Grocery,3,2025-11-18 15:38:24
U00854,P0040,Apple Business Book,Books,5,2025-10-12 15:38:24
U00817,P0198,Generic Football,Sports,3,2026-01-02 15:38:24
U00643,P0006,HP Board Game,Toys,5,2025-11-17 15:38:24
U00474,P0068,Generic Mixer Grinder,Home & Kitchen,3,2026-01-27 15:38:24
U00856,P0081,Apple Bed Sheet,Home & Kitchen,5,2025-08-21 15:38:24
U00324,P0077,Adidas Yoga Mat,Sports,3,2025-09-16 15:38:24
U00702,P0174,Samsung Football,Sports,5,2025-11-12 15:38:24
U00068,P0123,Puma Fiction,Books,3,2026-02-03 15:38:24
U00348,P0044,Dell Board Game,Toys,4,2025-12-30 15:38:24
U00585,P0175,LG Novel,Books,3,2026-01-12 15:38:24
U00886,P0013,LG Skincare Kit,Beauty,3,2025-11-22 15:38:24
U00727,P0038,Adidas Tablet,Electronics,4,2025-10-06 15:38:24
U00899,P0154,Apple Curtains,Home & Kitchen,4,2025-11-25 15:38:24
U00222,P0185,LG Running Shoes,Sports,3,2025-11-07 15:38:24
U00804,P0094,Sony Self-Help Book,Books,4,2026-01-18 15:38:24
U00455,P0191,HP Headphones,Electronics,5,2025-10-05 15:38:24
U00158,P0183,LG Pressure Cooker,Home & Kitchen,5,2025-09-29 15:38:24
U00318,P0016,HP Puzzle,Toys,2,2026-01-16 15:38:24
U00842,P0078,Nike Cookbook,Books,4,2026-01-08 15:38:24
U00211,P0067,Dell Mixer Grinder,Home & Kitchen,3,2025-09-30 15:38:24
U00119,P0036,Dell Badminton Racket,Sports,5,2025-08-19 15:38:24
U00869,P0105,Adidas Hair Oil,Beauty,3,2025-10-14 15:38:24
U00911,P0037,Sony Bed Sheet,Home & Kitchen,5,2025-08-26 15:38:24
U00764,P0098,HP Self-Help Book,Books,5,2025-11-23 15:38:24
U00655,P0021,LG Face Cream,Beauty,3,2025-12-23 15:38:24
U00294,P0037,Sony Bed Sheet,Home & Kitchen,4,2025-10-21 15:38:24
U00688,P0009,Apple Face Cream,Beauty,3,2025-12-02 15:38:24
U00118,P0123,Puma Fiction,Books,5,2025-10-02 15:38:24
U00105,P0051,Dell Cooking Oil,Grocery,4,2025-11-21 15:38:24
U00278,P0111,Puma Puzzle,Toys,5,2025-11-30 15:38:24
U00588,P0114,Dell Cricket Bat,Sports,3,2025-09-07 15:38:24
U00914,P0124,Samsung Self-Help Book,Books,4,2026-01-08 15:38:24
U00030,P0072,LG Lipstick,Beauty,5,2026-01-14 15:38:24
U00393,P0167,Dell Football,Sports,4,2025-12-27 15:38:24
U00722,P0084,Apple Running Shoes,Sports,5,2025-08-18 15:38:24
U00717,P0164,Apple Remote Car,Toys,4,2025-11-17 15:38:24
U00838,P0046,Dell Perfume,Beauty,5,2025-09-27 15:38:24
U00081,P0172,HP Shampoo,Beauty,4,2025-10-14 15:38:24
U00582,P0034,Nike Rice,Grocery,5,2025-08-16 15:38:24
U00480,P0105,Adidas Hair Oil,Beauty,4,2025-08-30 15:38:24
U00728,P0180,Dell Building Blocks,Toys,3,2025-12-15 15:38:24
U00148,P0163,Adidas Jacket,Fashion,4,2025-11-09 15:38:24
U00402,P0009,Apple Face Cream,Beauty,5,2025-11-18 15:38:24
U00808,P0133,Adidas Cookbook,Books,3,2025-10-09 15:38:24
U00031,P0191,HP Headphones,Electronics,3,2025-10-11 15:38:24
U00473,P0154,Apple Curtains,Home & Kitchen,3,2025-11-13 15:38:24
U00619,P0083,Nike Shampoo,Beauty,5,2025-10-30 15:38:24
U00838,P0049,Apple Laptop,Electronics,2,2025-09-21 15:38:24
U00666,P0084,Apple Running Shoes,Sports,4,2025-10-15 15:38:24
U00411,P0181,Nike Tea,Grocery,4,2025-12-10 15:38:24
U00562,P0118,Apple Vacuum Cleaner,Home & Kitchen,4,2026-01-25 15:38:24
U00349,P0046,Dell Perfume,Beauty,5,2025-10-23 15:38:24
U00804,P0081,Apple Bed Sheet,Home & Kitchen,4,2025-11-15 15:38:24
U00558,P0039,Nike Dress,Fashion,3,2025-08-23 15:38:24
U00080,P0020,Dell Puzzle,Toys,4,2025-10-09 15:38:24
U00118,P0002,Apple Vacuum Cleaner,Home & Kitchen,4,2025-09-21 15:38:24
U00100,P0011,HP Camera,Electronics,2,2025-10-30 15:38:24
U00072,P0173,Nike Dumbbell Set,Sports,5,2025-09-11 15:38:24
U00790,P0031,Samsung Football,Sports,3,2025-08-29 15:38:24
U00677,P0014,LG Camera,Electronics,4,2026-01-06 15:38:24
U00909,P0062,Puma Laptop,Electronics,5,2026-02-10 15:38:24
U00776,P0168,Generic Coffee,Grocery,3,2025-09-27 15:38:24
U00299,P0193,Sony Laptop,Electronics,5,2025-12-22 15:38:24
U00211,P0073,Nike Shampoo,Beauty,4,2025-09-18 15:38:24
U00814,P0043,Dell Bed Sheet,Home & Kitchen,3,2025-10-22 15:38:24
U00736,P0197,Generic Tea,Grocery,3,2026-01-19 15:38:24
U00597,P0142,Puma Rice,Grocery,5,2025-10-30 15:38:24
U00868,P0046,Dell Perfume,Beauty,4,2025-11-08 15:38:24
U00923,P0012,Dell Action Figure,Toys,3,2025-08-14 15:38:24
U00574,P0173,Nike Dumbbell Set,Sports,3,2025-11-30 15:38:24
U00887,P0117,HP Business Book,Books,4,2025-09-12 15:38:24
U00404,P0197,Generic Tea,Grocery,5,2025-10-30 15:38:24
U00391,P0056,LG Face Cream,Beauty,4,2025-12-28 15:38:24
U00487,P0028,Apple Gaming Console,Electronics,5,2025-11-10 15:38:24
U00861,P0124,Samsung Self-Help Book,Books,4,2025-08-23 15:38:24
U00129,P0018,Apple Badminton Racket,Sports,3,2026-02-06 15:38:24
U00148,P0186,Nike Shampoo,Beauty,3,2025-10-22 15:38:24
U00999,P0053,Apple Novel,Books,1,2025-08-30 15:38:24
U00826,P0161,Generic Sunglasses,Fashion,4,2025-08-16 15:38:24
U00619,P0103,Generic Yoga Mat,Sports,4,2025-10-17 15:38:24
U00522,P0186,Nike Shampoo,Beauty,5,2025-11-04 15:38:24
U00364,P0102,Apple Face Cream,Beauty,4,2026-02-09 15:38:24
U00592,P0023,HP Shampoo,Beauty,5,2025-10-05 15:38:24
U00276,P0062,Puma Laptop,Electronics,5,2025-11-09 15:38:24
U00035,P0009,Apple Face Cream,Beauty,4,2025-08-14 15:38:24
U00378,P0039,Nike Dress,Fashion,4,2025-08-18 15:38:24
U00082,P0041,Dell Rice,Grocery,5,2025-12-01 15:38:24
U00477,P0051,Dell Cooking Oil,Grocery,5,2025-09-07 15:38:24
U00091,P0194,LG Running Shoes,Sports,5,2025-08-25 15:38:24
U00984,P0186,Nike Shampoo,Beauty,5,2025-09-25 15:38:24
U00818,P0055,Apple Camera,Electronics,5,2025-11-15 15:38:24
U00548,P0125,Puma Sunglasses,Fashion,3,2025-10-02 15:38:24
U00928,P0002,Apple Vacuum Cleaner,Home & Kitchen,5,2025-10-26 15:38:24
U00362,P0111,Puma Puzzle,Toys,4,2025-11-28 15:38:24
U00172,P0151,LG Headphones,Electronics,5,2025-11-25 15:38:24
U00745,P0168,Generic Coffee,Grocery,3,2025-09-02 15:38:24
U00485,P0027,HP Dinner Set,Home & Kitchen,5,2025-08-26 15:38:24
U00299,P0077,Adidas Yoga Mat,Sports,4,2025-11-29 15:38:24
U00497,P0034,Nike Rice,Grocery,5,2025-12-01 15:38:24
U00259,P0079,Dell Football,Sports,4,2025-12-07 15:38:24
U00015,P0034,Nike Rice,Grocery,4,2025-09-12 15:38:24
U00757,P0176,LG Snacks,Grocery,4,2025-12-28 15:38:24
U00268,P0166,Dell Board Game,Toys,2,2025-12-26 15:38:24
U00819,P0070,Generic Business Book,Books,3,2026-01-20 15:38:24
U00991,P0152,Samsung Gaming Console,Electronics,5,2026-01-02 15:38:24
U00858,P0115,LG Dumbbell Set,Sports,5,2025-11-04 15:38:24
U00244,P0014,LG Camera,Electronics,5,2025-12-30 15:38:24
U00216,P0049,Apple Laptop,Electronics,5,2026-01-28 15:38:24
U00658,P0189,Samsung Rice,Grocery,5,2026-01-28 15:38:24
U00172,P0191,HP Headphones,Electronics,4,2025-10-12 15:38:25
U00765,P0016,HP Puzzle,Toys,5,2025-12-13 15:38:25
U00389,P0139,Nike Headphones,Electronics,4,2025-12-05 15:38:25
U00149,P0052,HP Cooking Oil,Grocery,4,2025-11-29 15:38:25
U00950,P0153,Generic Novel,Books,3,2025-11-22 15:38:25
U00985,P0122,Puma Shoes,Fashion,5,2026-01-17 15:38:25
U00940,P0032,Dell Handbag,Fashion,4,2025-10-23 15:38:25
U00626,P0074,Adidas Cricket Bat,Sports,5,2025-11-17 15:38:25
U00277,P0088,Sony T-Shirt,Fashion,3,2025-08-27 15:38:25
U00599,P0128,Generic Perfume,Beauty,5,2025-12-11 15:38:25
U00752,P0006,HP Board Game,Toys,5,2025-09-30 15:38:25
U00346,P0191,HP Headphones,Electronics,5,2025-11-22 15:38:25
U00561,P0051,Dell Cooking Oil,Grocery,3,2026-01-24 15:38:25
U00013,P0165,HP Hair Oil,Beauty,5,2025-08-19 15:38:25
U00457,P0057,Puma Cooking Oil,Grocery,5,2025-12-08 15:38:25
U00198,P0060,LG Sunglasses,Fashion,5,2026-01-27 15:38:25
U00962,P0011,HP Camera,Electronics,5,2025-12-17 15:38:25
U00974,P0163,Adidas Jacket,Fashion,3,2026-01-11 15:38:25
U00089,P0120,Sony Self-Help Book,Books,2,2025-08-26 15:38:25
U00783,P0173,Nike Dumbbell Set,Sports,4,2025-12-25 15:38:25
U00918,P0174,Samsung Football,Sports,3,2025-11-27 15:38:25
U00479,P0143,Sony Building Blocks,Toys,3,2025-10-17 15:38:25
U00945,P0121,Generic Biography,Books,4,2025-08-17 15:38:25
U00926,P0097,Samsung Shoes,Fashion,5,2025-12-07 15:38:25
U00166,P0156,Generic Dinner Set,Home & Kitchen,3,2026-01-26 15:38:25
U00392,P0166,Dell Board Game,Toys,5,2025-12-06 15:38:25
U00979,P0173,Nike Dumbbell Set,Sports,2,2026-01-24 15:38:25
U00504,P0144,Dell Dinner Set,Home & Kitchen,2,2025-11-02 15:38:25
U00183,P0116,HP Perfume,Beauty,3,2025-09-25 15:38:25
U00788,P0150,Samsung Shoes,Fashion,5,2026-01-14 15:38:25
U00935,P0073,Nike Shampoo,Beauty,4,2026-02-02 15:38:25
U00075,P0054,Puma Perfume,Beauty,5,2025-10-19 15:38:25
U00020,P0020,Dell Puzzle,Toys,2,2025-08-31 15:38:25
U00001,P0011,HP Camera,Electronics,4,2025-12-04 15:38:25
U00156,P0022,Nike Perfume,Beauty,5,2025-09-16 15:38:25
U00004,P0152,Samsung Gaming Console,Electronics,5,2025-10-08 15:38:25
U00490,P0058,Apple Cooking Oil,Grocery,5,2026-01-24 15:38:25
U00554,P0005,LG Tablet,Electronics,4,2025-08-18 15:38:25
U00838,P0089,Dell Skincare Kit,Beauty,2,2025-09-26 15:38:25
U00958,P0106,Generic Shoes,Fashion,3,2025-11-25 15:38:25
U00411,P0092,Dell Dress,Fashion,5,2025-08-29 15:38:25
U00093,P0010,Generic Lipstick,Beauty,5,2025-11-15 15:38:25
U00083,P0020,Dell Puzzle,Toys,4,2025-11-28 15:38:25
U00664,P0110,Nike Handbag,Fashion,5,2025-11-04 15:38:25
U00677,P0100,Nike Puzzle,Toys,5,2026-01-14 15:38:25
U00646,P0084,Apple Running Shoes,Sports,4,2025-09-02 15:38:25
U00449,P0057,Puma Cooking Oil,Grocery,2,2025-12-23 15:38:25
U00026,P0008,Sony Lipstick,Beauty,4,2025-10-08 15:38:25
U00399,P0051,Dell Cooking Oil,Grocery,5,2025-11-24 15:38:25
U00512,P0094,Sony Self-Help Book,Books,5,2025-10-18 15:38:25
U00990,P0148,HP Shampoo,Beauty,1,2026-01-27 15:38:25
U00346,P0153,Generic Novel,Books,1,2026-01-11 15:38:25
U00217,P0131,HP Football,Sports,4,2025-10-16 15:38:25
U00963,P0190,HP Coffee,Grocery,5,2026-01-03 15:38:25
U00759,P0136,Dell Puzzle,Toys,5,2026-02-01 15:38:25
U00754,P0032,Dell Handbag,Fashion,5,2025-10-13 15:38:25
U00929,P0192,HP Shoes,Fashion,1,2025-08-15 15:38:25
U00665,P0048,LG Business Book,Books,3,2026-01-29 15:38:25
U00927,P0109,Adidas Skincare Kit,Beauty,5,2025-10-17 15:38:25
U00626,P0135,LG Vacuum Cleaner,Home & Kitchen,5,2026-01-14 15:38:25
U00117,P0140,Dell Doll,Toys,5,2025-12-16 15:38:25
U00065,P0170,Generic Biography,Books,3,2025-08-21 15:38:25
U00412,P0038,Adidas Tablet,Electronics,5,2025-09-16 15:38:25
U00559,P0031,Samsung Football,Sports,5,2025-12-18 15:38:25
U00783,P0170,Generic Biography,Books,3,2026-01-25 15:38:25
U00124,P0160,Nike Novel,Books,5,2025-12-29 15:38:25
U00714,P0093,Sony Doll,Toys,3,2025-12-10 15:38:25
U00948,P0135,LG Vacuum Cleaner,Home & Kitchen,3,2025-09-02 15:38:25
U00628,P0167,Dell Football,Sports,3,2025-10-09 15:38:25
U00083,P0130,Nike Coffee,Grocery,3,2026-01-19 15:38:25
U00724,P0191,HP Headphones,Electronics,5,2025-10-27 15:38:25
U00711,P0130,Nike Coffee,Grocery,4,2025-08-17 15:38:25
U00130,P0084,Apple Running Shoes,Sports,5,2025-09-30 15:38:25
U00462,P0040,Apple Business Book,Books,5,2025-09-07 15:38:25
U00709,P0043,Dell Bed Sheet,Home & Kitchen,3,2025-10-06 15:38:25
U00627,P0133,Adidas Cookbook,Books,4,2025-11-25 15:38:25
U00357,P0110,Nike Handbag,Fashion,5,2025-12-23 15:38:25
U00121,P0154,Apple Curtains,Home & Kitchen,5,2025-09-05 15:38:25
U00371,P0018,Apple Badminton Racket,Sports,5,2025-10-04 15:38:25
U00225,P0128,Generic Perfume,Beauty,5,2025-12-19 15:38:25
U00284,P0064,LG Cooking Oil,Grocery,3,2026-01-03 15:38:25
